id,color,reg_city,assembly,cc,body
11920706,Silver,Islamabad,Local,660 cc,N/A
11867027,Silver,Islamabad,Imported,660 cc,Hatchback
11920490,Silver,Punjab,Local,660 cc,Hatchback
11920307,Silver,Islamabad,Local,660 cc,Hatchback
11920275,White,Islamabad,Imported,660 cc,Hatchback
11920207,White,Islamabad,Local,660 cc,Hatchback
11920139,White,Islamabad,Local,660 cc,Hatchback
11920097,White,Un-Registered,Local,660 cc,Hatchback
11919849,White,Peshawar,Imported,660 cc,Hatchback
11919729,Blue,Sindh,Imported,660 cc,SUV
11785000,Yellow,Islamabad,Imported,660 cc,Hatchback
11863992,White,Islamabad,Local,660 cc,Hatchback
11921255,Silver,Lahore,Imported,660 cc,Hatchback
11920751,White,Islamabad,Imported,660 cc,Hatchback
11912909,White,Islamabad,Imported,660 cc,Hatchback
11921830,White,Punjab,Local,1000 cc,Hatchback
11828836,Black,Islamabad,Imported,1300 cc,Hatchback
11921354,Solid White,Islamabad,Local,1300 cc,Hatchback
11922163,Blue,Islamabad,Local,1300 cc,Hatchback
11921235,Black,Punjab,Imported,1000 cc,Hatchback
11920743,Graphite Grey,Islamabad,Local,1300 cc,Hatchback
11423114,Solid White,Islamabad,Local,1300 cc,Hatchback
11920687,Grey,Islamabad,Local,1300 cc,Hatchback
11920572,Turquoise,Punjab,Imported,1000 cc,Hatchback
11921813,Grey,Islamabad,Local,1000 cc,Hatchback
11740445,Grey,Islamabad,Local,1300 cc,Hatchback
11921635,Silver,Islamabad,Imported,1200 cc,Hatchback
11921629,White,Islamabad,Local,1000 cc,Hatchback
11863989,Red,Punjab,Imported,1000 cc,Hatchback
11921605,White,Abbottabad,Local,1000 cc,Hatchback
11875041,Silver,Islamabad,Imported,1000 cc,Hatchback
11917027,Navy,Islamabad,Local,1300 cc,Hatchback
11920109,Turquoise,Punjab,Imported,1000 cc,Hatchback
11921465,White,Islamabad,Local,1000 cc,Hatchback
11921321,Burgundy,Islamabad,Imported,1000 cc,Hatchback
11921337,White,Islamabad,Local,1300 cc,Hatchback
11919896,Silver,Punjab,Imported,1300 cc,Hatchback
11844457,Silver,Islamabad,Local,1300 cc,Hatchback
11921177,Grey,Punjab,Local,1000 cc,Hatchback
11920822,White,Punjab,Imported,1000 cc,Hatchback
11920642,Red,Rawalpindi,Local,1300 cc,Sedan
11920583,Black,Lahore,Imported,1000 cc,Hatchback
11920606,Blue,Lahore,Imported,1300 cc,Sedan
11920404,Black,Islamabad,Imported,1000 cc,Hatchback
11708280,Silver,Islamabad,Local,1300 cc,Hatchback
11920401,White,Islamabad,Imported,1300 cc,Hatchback
11916738,Silver,Islamabad,Local,1000 cc,Hatchback
11920338,White,Islamabad,Local,1300 cc,Hatchback
11920319,Golden,Lahore,Local,1000 cc,Hatchback
11920299,Black,Lahore,Imported,1000 cc,Sedan
11920202,Grey,Lahore,Local,1000 cc,Hatchback
11858749,Maroon,Islamabad,Imported,1300 cc,Sedan
11920131,Blue,Lahore,Imported,1000 cc,Hatchback
11792981,White,Islamabad,Local,1000 cc,Hatchback
11920052,White,Islamabad,Local,1300 cc,Hatchback
11920003,Silver,Islamabad,Local,1300 cc,Hatchback
11919971,White,Islamabad,Local,1300 cc,Hatchback
11919964,White,Punjab,Local,1300 cc,Hatchback
11919903,White,Islamabad,Local,1000 cc,Hatchback
11919871,Grey,Punjab,Local,1000 cc,Hatchback
11909068,Silver,Islamabad,Local,1000 cc,Hatchback
11913702,Red,Islamabad,Imported,1000 cc,Hatchback
11662924,White Pearl Mica,Lahore,Imported,1000 cc,Hatchback
11922748,White,Islamabad,Imported,660 cc,Hatchback
11810163,Neon,Lahore,Imported,660 cc,Hatchback
11923498,White,Islamabad,Imported,660 cc,Hatchback
11923352,White,Punjab,Imported,660 cc,Hatchback
11503691,Solid White,Islamabad,Local,660 cc,Hatchback
11923128,Silver,Punjab,Local,660 cc,Hatchback
11922995,Silver,Islamabad,Imported,660 cc,Hatchback
11922855,Burgundy,Islamabad,Imported,660 cc,Hatchback
11770268,Blue,Punjab,Imported,660 cc,Hatchback
11922700,Beige,Islamabad,Imported,660 cc,Hatchback
11922492,Pink,Islamabad,Imported,660 cc,N/A
11922378,Green,Sindh,Imported,660 cc,SUV
11922359,White,Islamabad,Local,660 cc,Hatchback
11759036,Silver,Islamabad,Imported,660 cc,Hatchback
11916011,Silver,Abbottabad,Imported,660 cc,Hatchback
11923354,White,Islamabad,Imported,660 cc,Hatchback
11923142,White,Lahore,Local,660 cc,Hatchback
11922628,White,Punjab,Imported,660 cc,Hatchback
11922739,Grey,Islamabad,Local,1000 cc,Hatchback
11799565,Grey,Sindh,Imported,1000 cc,N/A
11480420,Silver,Lahore,Imported,1000 cc,Hatchback
11922935,Silver,Islamabad,Imported,1000 cc,N/A
11922820,White,Islamabad,Local,1300 cc,Hatchback
11598405,White,Islamabad,Imported,1000 cc,Hatchback
11922714,White,Islamabad,Local,1000 cc,Hatchback
11828097,Black,Islamabad,Imported,1000 cc,Hatchback
11922496,White,Lahore,Local,1300 cc,Hatchback
11922455,Maroon,Islamabad,Local,1300 cc,Hatchback
11922419,White,Islamabad,Local,1000 cc,Hatchback
11922231,Grey,Islamabad,Local,1000 cc,Hatchback
11922214,Silver,Punjab,Local,1000 cc,Hatchback
11924203,White,Islamabad,Imported,660 cc,Hatchback
11923882,White,Punjab,Imported,660 cc,Hatchback
11923694,White,Lahore,Imported,660 cc,Hatchback
11924124,White,Islamabad,Local,660 cc,Hatchback
11923948,White,Islamabad,Local,660 cc,Hatchback
11923897,Superia White,Un-Registered,Local,660 cc,Hatchback
11922407,Black,Punjab,Imported,658 cc,Hatchback
11923739,Burgundy,Lahore,Imported,660 cc,Hatchback
11923700,White,Islamabad,Local,660 cc,Hatchback
11923671,White,Punjab,Imported,660 cc,N/A
11923659,Maroon,Islamabad,Local,660 cc,Hatchback
11923657,Pink,Islamabad,Imported,660 cc,Hatchback
11923610,Pink,Punjab,Imported,660 cc,N/A
11909546,White,Islamabad,Local,660 cc,Hatchback
11923743,Silver,Islamabad,Local,660 cc,N/A
11646708,grey,Punjab,Imported,1000 cc,Hatchback
11924316,Magenta,Islamabad,Imported,1000 cc,Hatchback
11924197,White,Rawalpindi,Local,1000 cc,Hatchback
11237280,White,Islamabad,Local,1000 cc,Hatchback
11858170,Grey,Islamabad,Local,1000 cc,Hatchback
11923717,Solid White,Karachi,Local,1300 cc,Hatchback
11919714,Solid White,Islamabad,Local,1000 cc,Hatchback
11923680,Silver,Islamabad,Local,1300 cc,Hatchback
11924109,Red,Islamabad,Imported,1300 cc,N/A
11924049,White,Punjab,Local,1000 cc,Hatchback
11922221,White,Islamabad,Local,1000 cc,Hatchback
11924004,White,Islamabad,Imported,1000 cc,N/A
11791445,White,Islamabad,Local,1000 cc,Hatchback
11923913,Graphite Grey,Islamabad,Local,1000 cc,Hatchback
11922825,Solid White,Islamabad,Local,1000 cc,Hatchback
11923754,Beige,Lahore,Imported,1300 cc,Sedan
11898568,White,Islamabad,Local,1300 cc,Hatchback
11923595,White,Islamabad,Local,1300 cc,Hatchback
11923578,Magenta,Islamabad,Imported,1000 cc,Hatchback
