id,source,model_full,year,price_lacs,url,first_seen,last_seen,high_price_seen
12020885,PakWheels,Suzuki Alto,2008,11.8,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-rawalpindi-12020885,2026-09-19T22:55,2026-09-22T02:54,11.8
12022176,PakWheels,Suzuki Alto,2012,13.0,https://www.pakwheels.com/used-cars/suzuki-alto-2012-for-sale-in-islamabad-12022176,2026-09-20T13:58,2026-09-22T02:54,13.0
12019855,PakWheels,Suzuki Alto,2008,13.5,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-rawalpindi-12019855,2026-09-19T18:02,2026-09-22T02:54,13.5
1119504523,OLX,Suzuki Alto,2005,13.5,https://www.olx.com.pk/item/-iid-1119504523,2026-09-20T13:58,2026-09-22T02:54,13.5
1119490269,OLX,Suzuki Alto,2008,13.5,https://www.olx.com.pk/item/-iid-1119490269,2026-09-20T13:58,2026-09-22T02:54,13.5
12021224,PakWheels,Suzuki Baleno,2005,13.9,https://www.pakwheels.com/used-cars/suzuki-baleno-2005-for-sale-in-rawalpindi-12021224,2026-09-19T22:55,2026-09-22T02:54,13.9
12021485,PakWheels,Mitsubishi Pajero Mini,1999,14.5,https://www.pakwheels.com/used-cars/mitsubishi-pajero-mini-1999-for-sale-in-rawalpindi-12021485,2026-09-19T22:55,2026-09-22T02:54,15.0
1119484336,OLX,Daihatsu Mira,2008,15.8,https://www.olx.com.pk/item/-iid-1119484336,2026-09-20T13:58,2026-09-22T02:54,15.8
11895114,PakWheels,Mitsubishi i,2013,16.2,https://www.pakwheels.com/used-cars/mitsubishi-i-2013-for-sale-in-islamabad-11895114,2026-09-19T22:55,2026-09-22T02:54,16.2
12022300,PakWheels,Mitsubishi EK Wagon,2006,16.6,https://www.pakwheels.com/used-cars/mitsubishi-ek-wagon-2006-for-sale-in-islamabad-12022300,2026-09-20T13:58,2026-09-22T02:54,16.6
12021591,PakWheels,Mitsubishi Pajero Mini,2003,17.0,https://www.pakwheels.com/used-cars/mitsubishi-pajero-mini-2003-for-sale-in-rawalpindi-12021591,2026-09-19T22:55,2026-09-22T02:54,17.0
12022108,PakWheels,Suzuki Alto,2008,17.5,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-islamabad-12022108,2026-09-20T13:58,2026-09-22T02:54,17.8
12021231,PakWheels,Toyota Platz,2024,17.9,https://www.pakwheels.com/used-cars/toyota-platz-2024-for-sale-in-rawalpindi-12021231,2026-09-19T22:55,2026-09-22T02:54,18.5
12020175,PakWheels,Daihatsu Tanto,2007,18.25,https://www.pakwheels.com/used-cars/daihatsu-tanto-2007-for-sale-in-islamabad-12020175,2026-09-19T18:02,2026-09-22T02:54,18.25
12019402,PakWheels,Suzuki Swift,2010,18.25,https://www.pakwheels.com/used-cars/suzuki-swift-2010-for-sale-in-islamabad-12019402,2026-09-19T18:02,2026-09-22T02:54,18.25
12020312,PakWheels,Daihatsu Mira,2006,18.3,https://www.pakwheels.com/used-cars/daihatsu-mira-2006-for-sale-in-islamabad-12020312,2026-09-19T18:02,2026-09-22T02:54,18.3
12021819,PakWheels,Suzuki Alto,2007,18.5,https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-islamabad-12021819,2026-09-20T01:24,2026-09-22T02:54,18.5
11651077,PakWheels,Daihatsu Mira,2011,18.5,https://www.pakwheels.com/used-cars/daihatsu-mira-2011-for-sale-in-rawalpindi-11651077,2026-09-20T13:58,2026-09-22T02:54,18.5
11990365,PakWheels,Toyota Vitz,2004,18.7,https://www.pakwheels.com/used-cars/toyota-vitz-2004-for-sale-in-islamabad-11990365,2026-09-13T01:26,2026-09-22T02:54,18.7
12022121,PakWheels,Suzuki Alto,2006,18.75,https://www.pakwheels.com/used-cars/suzuki-alto-2006-for-sale-in-rawalpindi-12022121,2026-09-20T13:58,2026-09-22T02:54,18.75
12021034,PakWheels,Suzuki Alto,2007,18.75,https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-rawalpindi-12021034,2026-09-19T22:55,2026-09-22T02:54,18.75
1119496196,OLX,Suzuki Alto,2008,18.75,https://www.olx.com.pk/item/-iid-1119496196,2026-09-20T13:58,2026-09-22T02:54,18.75
12019436,PakWheels,Toyota Vitz,2000,19.5,https://www.pakwheels.com/used-cars/toyota-vitz-2000-for-sale-in-islamabad-12019436,2026-09-19T22:55,2026-09-22T02:54,19.5
11621273,PakWheels,Mitsubishi EK Wagon,2011,19.8,https://www.pakwheels.com/used-cars/mitsubishi-ek-wagon-2011-for-sale-in-islamabad-11621273,2026-09-20T13:58,2026-09-22T02:54,19.8
11727094,PakWheels,Daihatsu Mira,2014,19.9,https://www.pakwheels.com/used-cars/daihatsu-mira-2014-for-sale-in-islamabad-11727094,2026-09-19T22:55,2026-09-22T02:54,19.9
12019796,PakWheels,Honda Life,2008,20.0,https://www.pakwheels.com/used-cars/honda-life-2008-for-sale-in-islamabad-12019796,2026-09-19T18:02,2026-09-22T02:54,20.0
1119480979,OLX,Honda Life,2013,20.0,https://www.olx.com.pk/item/-iid-1119480979,2026-09-19T13:27,2026-09-22T02:54,20.0
12020692,PakWheels,Suzuki Alto,2007,20.35,https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-rawalpindi-12020692,2026-09-19T22:55,2026-09-22T02:54,20.35
12020016,PakWheels,Suzuki Swift,2010,20.5,https://www.pakwheels.com/used-cars/suzuki-swift-2010-for-sale-in-islamabad-12020016,2026-09-19T22:55,2026-09-22T02:54,20.5
11792560,PakWheels,Suzuki Swift,2012,20.5,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-islamabad-11792560,2026-08-27T12:46,2026-09-22T02:54,20.5
12020893,PakWheels,Suzuki Swift,2011,20.5,https://www.pakwheels.com/used-cars/suzuki-swift-2011-for-sale-in-islamabad-12020893,2026-09-19T22:55,2026-09-22T02:54,20.5
1119380806,OLX,Toyota Vitz,2010,20.5,https://www.olx.com.pk/item/-iid-1119380806,2026-09-17T14:04,2026-09-22T02:54,20.5
1119486052,OLX,Toyota Passo,2007,21.0,https://www.olx.com.pk/item/-iid-1119486052,2026-09-20T13:58,2026-09-22T02:54,21.0
12020833,PakWheels,Suzuki Wagon R,2017,21.3,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2017-for-sale-in-rawalpindi-12020833,2026-09-19T22:55,2026-09-22T02:54,21.3
1119487029,OLX,Toyota Passo,2009,21.5,https://www.olx.com.pk/item/-iid-1119487029,2026-09-20T13:58,2026-09-22T02:54,21.5
12021710,PakWheels,Daihatsu Boon,2007,22.0,https://www.pakwheels.com/used-cars/daihatsu-boon-2007-for-sale-in-islamabad-12021710,2026-09-20T01:24,2026-09-22T02:54,22.0
1118053025,OLX,Toyota Vitz,2010,22.25,https://www.olx.com.pk/item/-iid-1118053025,2026-09-19T13:27,2026-09-22T02:54,22.25
11889274,PakWheels,Suzuki Swift,2012,22.5,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-rawalpindi-11889274,2026-09-19T18:02,2026-09-22T02:54,22.5
11942133,PakWheels,Suzuki Swift,2012,22.5,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-rawalpindi-11942133,2026-09-13T23:03,2026-09-22T02:54,22.5
12019271,PakWheels,Toyota Vitz,2007,22.5,https://www.pakwheels.com/used-cars/toyota-vitz-2007-for-sale-in-islamabad-12019271,2026-09-19T18:02,2026-09-22T02:54,22.5
1119488525,OLX,Daihatsu Mira,2014,22.5,https://www.olx.com.pk/item/-iid-1119488525,2026-09-20T13:58,2026-09-22T02:54,22.5
1119507435,OLX,Suzuki Hustler,2014,22.65,https://www.olx.com.pk/item/-iid-1119507435,2026-09-20T13:58,2026-09-22T02:54,22.65
12019340,PakWheels,Suzuki Wagon R,2014,22.75,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2014-for-sale-in-rawalpindi-12019340,2026-09-19T18:02,2026-09-22T02:54,22.9
12020219,PakWheels,Daihatsu Mira ES,2012,22.8,https://www.pakwheels.com/used-cars/daihatsu-mira-2012-for-sale-in-islamabad-12020219,2026-09-19T18:02,2026-09-22T02:54,22.8
12021472,PakWheels,Suzuki Swift,2012,23.0,https://www.pakwheels.com/used-cars/suzuki-swift-2012-for-sale-in-rawalpindi-12021472,2026-09-19T22:55,2026-09-22T02:54,23.0
1118281677,OLX,Suzuki Spacia,2014,23.2,https://www.olx.com.pk/item/-iid-1118281677,2026-09-20T13:58,2026-09-22T02:54,23.2
1118129242,OLX,Daihatsu Mira,2012,23.5,https://www.olx.com.pk/item/-iid-1118129242,2026-09-20T13:58,2026-09-22T02:54,23.5
12021354,PakWheels,Nissan Dayz,2013,23.7,https://www.pakwheels.com/used-cars/nissan-dayz-2013-for-sale-in-islamabad-12021354,2026-09-19T22:55,2026-09-22T02:54,23.7
12021700,PakWheels,Suzuki Alto,2019,23.75,https://www.pakwheels.com/used-cars/suzuki-alto-2019-for-sale-in-islamabad-12021700,2026-09-20T01:24,2026-09-22T02:54,23.75
11999560,PakWheels,Suzuki Alto,2013,23.9,https://www.pakwheels.com/used-cars/suzuki-alto-2013-for-sale-in-islamabad-11999560,2026-09-15T02:44,2026-09-22T02:54,23.9
11981719,PakWheels,Daihatsu Mira ES,2014,23.9,https://www.pakwheels.com/used-cars/daihatsu-mira-2014-for-sale-in-islamabad-11981719,2026-09-11T13:28,2026-09-22T02:54,23.9
1119498986,OLX,Nissan Dayz,2013,24.1,https://www.olx.com.pk/item/-iid-1119498986,2026-09-20T13:58,2026-09-22T02:54,24.1
1119488290,OLX,Daihatsu Mira,2011,24.2,https://www.olx.com.pk/item/-iid-1119488290,2026-09-20T13:58,2026-09-22T02:54,24.2
1117569468,OLX,Toyota Vitz,2006,24.2,https://www.olx.com.pk/item/-iid-1117569468,2026-09-20T13:58,2026-09-22T02:54,24.2
12019627,PakWheels,Toyota Passo,2009,24.3,https://www.pakwheels.com/used-cars/toyota-passo-2009-for-sale-in-islamabad-12019627,2026-09-19T18:02,2026-09-22T02:54,24.3
1119491710,OLX,Toyota Passo,2009,24.3,https://www.olx.com.pk/item/-iid-1119491710,2026-09-20T13:58,2026-09-22T02:54,24.3
12019429,PakWheels,Suzuki Wagon R,2015,24.5,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2015-for-sale-in-rawalpindi-12019429,2026-09-19T18:02,2026-09-22T02:54,24.5
1119500497,OLX,Toyota Belta,2007,24.95,https://www.olx.com.pk/item/-iid-1119500497,2026-09-20T13:58,2026-09-22T02:54,24.95
12020798,PakWheels,Toyota Belta,2006,25.0,https://www.pakwheels.com/used-cars/toyota-belta-2006-for-sale-in-islamabad-12020798,2026-09-19T22:55,2026-09-22T02:54,25.0
1119501296,OLX,Nissan Dayz,2014,25.0,https://www.olx.com.pk/item/-iid-1119501296,2026-09-20T13:58,2026-09-22T02:54,25.0
1119499625,OLX,Toyota Belta,2006,25.0,https://www.olx.com.pk/item/-iid-1119499625,2026-09-20T13:58,2026-09-22T02:54,25.0
12020031,PakWheels,Suzuki Alto,2021,25.25,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-rawalpindi-12020031,2026-09-19T18:02,2026-09-22T02:54,25.25
1119485149,OLX,Toyota Vitz,2007,25.5,https://www.olx.com.pk/item/-iid-1119485149,2026-09-20T13:58,2026-09-22T02:54,25.5
12020220,PakWheels,Toyota Passo,2010,25.8,https://www.pakwheels.com/used-cars/toyota-passo-2010-for-sale-in-islamabad-12020220,2026-09-19T18:02,2026-09-22T02:54,25.8
1119494069,OLX,Toyota Passo,2010,25.8,https://www.olx.com.pk/item/-iid-1119494069,2026-09-20T13:58,2026-09-22T02:54,25.8
11972100,PakWheels,Suzuki Swift,2014,26.0,https://www.pakwheels.com/used-cars/suzuki-swift-2014-for-sale-in-islamabad-11972100,2026-09-19T22:55,2026-09-22T02:54,26.0
12021999,PakWheels,Suzuki Alto,2021,26.25,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-rawalpindi-12021999,2026-09-20T01:24,2026-09-22T02:54,26.25
11894630,PakWheels,Suzuki Alto,2020,26.4,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-rawalpindi-11894630,2026-08-22T21:00,2026-09-22T02:54,26.5
11998885,PakWheels,Daihatsu Mira ES,2013,26.5,https://www.pakwheels.com/used-cars/daihatsu-mira-2013-for-sale-in-islamabad-11998885,2026-09-14T20:51,2026-09-22T02:54,27.0
11921321,PakWheels,Toyota Passo,2012,26.5,https://www.pakwheels.com/used-cars/toyota-passo-2012-for-sale-in-islamabad-11921321,2026-09-19T18:02,2026-09-22T02:54,26.5
12021787,PakWheels,Suzuki Alto,2022,26.7,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-rawalpindi-12021787,2026-09-20T01:24,2026-09-22T02:54,26.7
11860789,PakWheels,Suzuki Alto,2020,26.75,https://www.pakwheels.com/used-cars/suzuki-alto-2020-for-sale-in-rawalpindi-11860789,2026-08-15T11:57,2026-09-22T02:54,26.75
12020823,PakWheels,Suzuki Alto,2023,26.75,https://www.pakwheels.com/used-cars/suzuki-alto-2023-for-sale-in-rawalpindi-12020823,2026-09-19T22:55,2026-09-22T02:54,26.75
12019233,PakWheels,Suzuki Alto,2022,26.85,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-islamabad-12019233,2026-09-19T18:02,2026-09-22T02:54,26.85
12013838,PakWheels,Toyota Passo,2011,26.9,https://www.pakwheels.com/used-cars/toyota-passo-2011-for-sale-in-islamabad-12013838,2026-09-18T13:37,2026-09-22T02:54,26.9
12019279,PakWheels,Suzuki Alto,2022,26.95,https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-islamabad-12019279,2026-09-19T18:02,2026-09-22T02:54,26.95
1118495010,OLX,Suzuki Wagon R,2013,27.0,https://www.olx.com.pk/item/-iid-1118495010,2026-08-25T15:13,2026-09-22T02:54,27.0
12019183,PakWheels,Suzuki Wagon R,2015,27.5,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2015-for-sale-in-islamabad-12019183,2026-09-19T18:02,2026-09-22T02:54,27.5
12019834,PakWheels,Toyota Passo,2010,27.5,https://www.pakwheels.com/used-cars/toyota-passo-2010-for-sale-in-islamabad-12019834,2026-09-19T18:02,2026-09-22T02:54,27.5
7238130,PakWheels,Suzuki Hustler,2016,27.9,https://www.pakwheels.com/used-cars/suzuki-hustler-2016-for-sale-in-islamabad-7238130,2026-09-19T22:55,2026-09-22T02:54,27.9
